Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Game
7291,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,Order Up!
7292,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,Code Name: S.T.E.A.M.
7293,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,SBK X: Superbike World Championship
7294,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,NBA Live 14
7295,Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22,Scooby-Doo! Mystery Mayhem
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22,Kanzen Chuuki Pro Yakyuu Greatest Nine
7297,American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,American Idol
7298,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,Summer Athletics: The Ultimate Challenge (Others sales)
7299,Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,Britney's Dance Beat
7300,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,Shrek SuperSlam
7301,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,Sniper: Ghost Warrior 2
7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,Over G Fighters
7303,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Sailor Moon
7304,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,Apache: Air Assault
7305,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22,One Piece: Pirate Warriors 3
7306,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,Herdy Gerdy
7307,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,Armored Core V
7308,EVE Online,PC,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,EVE Online
7309,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Digimon World Re:Digitize
7310,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,Ninja Gaiden: Dragon Sword
7311,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,Ride
7312,Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,Blue Dragon Plus
7313,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,Lords of the Fallen
7314,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,NBA in the Zone 2000
7315,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,Dark Summit
7316,Afrika,PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,Afrika
7317,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,Cabela's Big Game Hunter: Ultimate Challenge
7318,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,The Legend of Heroes: Trails in the Sky First Chapter
7319,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21,Are You Smarter Than a 5th Grader? Back to School
7320,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0.0,0.05,0.21,Steins;Gate
7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,The Dukes of Hazzard: Return of the General Lee
7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,Pandemonium!
7323,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,SingStar: Back to the 80s
7324,Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,Namco Museum: 50th Anniversary
7325,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,Crash 'N' Burn
7326,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,NBA
7327,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,Teenage Mutant Ninja Turtles: Smash-Up
7328,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0.0,0.0,0.21,0.0,0.21,Pro Yakyuu Greatest Nine '97
7329,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21,Transformers: Dark of the Moon
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,Final Fantasy Fables: Chocobo's Dungeon
7331,Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,Lunar: Silver Star Story Complete
7332,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Dorabase DS: Dramatic Stadium
7333,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,Disaster Report
7334,EVE: burst error,SAT,1997,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,EVE: burst error
7335,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21,We Sing Robbie Williams
7336,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21,Backyard NFL Football '09
7337,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,Pro Evolution Soccer 2012
7338,Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,Akiba's Trip: Undead & Undressed
7339,Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,Speed Racer: The Videogame
7340,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,College Hoops 2K7
7341,The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0.0,0.02,0.21,The Amazing Spider-Man 2 (2014)
7342,Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0.0,0.01,0.21,Big League Sports
7343,Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,Bratz: Forever Diamondz
7344,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,WCW Backstage Assault
7345,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,UFC Undisputed 2010
7346,Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0.0,0.04,0.21,Baja: Edge of Control
7347,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,Wild Wild Racing
7348,Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,Magician's Quest: Town of Magic
7349,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,The Bard's Tale
7350,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,NCAA March Madness 08
7351,Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,Momotarou Dentetsu 16
7352,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,Robotech: The Macross Saga
7353,Yu Yu Hakusho: Dark Tournament,PS2,2007,Fighting,Unknown,0.1,0.08,0.0,0.03,0.21,Yu Yu Hakusho: Dark Tournament
7354,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,MTV Celebrity Deathmatch
7355,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack
7356,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,Conflict Zone
7357,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0.0,0.02,0.21,Tony Hawk's American Sk8land
7358,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,de Blob 2
7359,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,The BIGS 2
7360,BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,BloodRayne
7361,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.02,0.21,Hannah Montana: The Movie
7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,50 Cent: Blood on the Sand
7363,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0.0,0.0,0.02,0.21,Bratz: Girlz Really Rock
7364,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,NHL 2K6
7365,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,Tenchu: Return From Darkness
7366,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,World Poker Tour
7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,Prison Break: The Conspiracy
7368,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,Neo Contra
7369,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,MVP Baseball
7370,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,GRID Autosport
7371,Ghostbusters II,2600,2007,Action,Activision,0.2,0.01,0.0,0.0,0.21,Ghostbusters II
7372,Breakaway IV,2600,2007,Puzzle,Sears,0.2,0.01,0.0,0.0,0.21,Breakaway IV
7373,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0.0,0.0,0.21,RealSports Baseball
7374,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0.0,0.18,0.0,0.04,0.21,Now! That's What I Call Music: Dance & Sing
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus
7376,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,Metal Gear Solid V: The Phantom Pain
7377,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0.0,0.01,0.21,Hasbro Family Game Night 3
7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,G.I. Joe: The Rise of Cobra
7379,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,Rayman Raving Rabbids
7380,Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21,Viewtiful Joe 2
7381,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,Quake III: Revolution
7382,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,Pac-Man World 3
7383,Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,Naruto: Clash of Ninja (JP sales)
7384,Robotech: Battlecry,XB,2007,Shooter,Unknown,0.16,0.05,0.0,0.01,0.21,Robotech: Battlecry
7385,NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,NOëL: NOT DiGITAL
7386,Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21,Transformer: Rise of the Dark Spark
7387,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Dragon Ball Z Hyper Dimension
7388,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.12,0.07,0.0,0.02,0.21,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage
7389,Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,Senran Kagura 2: Deep Crimson
7390,Marvel Super Hero Squad,PSP,2009,Fighting,THQ,0.17,0.02,0.0,0.02,0.21,Marvel Super Hero Squad
7391,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,The Chronicles of Narnia: Prince Caspian
7392,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,Champion Jockey: G1 Jockey & Gallop Racer
7393,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,HBO Boxing
7394,Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0.0,0.02,0.21,Yoga Wii
7395,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,Darkwatch
7396,Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.15,0.05,0.0,0.02,0.21,Cabela's Survival: Shadows of Katmai
7397,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,Prince of Persia: Revelations
7398,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,Bass Pro Shops: The Strike
7399,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0.0,0.0,0.21,0.0,0.21,Front Mission 5: Scars of the War
7400,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,Maximo vs Army of Zin
7401,The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,0.16,0.04,0.0,0.01,0.21,The Fairly OddParents: Breakin' Da Rules
7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,Namco Museum Megamix
7403,Wedding Dash,DS,2009,Action,Zoo Games,0.2,0.0,0.0,0.01,0.21,Wedding Dash
7404,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.01,0.21,Hot Shots Tennis: Get a Grip
7405,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,Summoner 2
7406,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0.0,0.01,0.21,The Land Before Time: Big Water Adventure
7407,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,Shadow of Destiny
7408,Valkyria Chronicles III: Unrecorded Chronicles,PSP,2007,Strategy,Sega,0.0,0.0,0.21,0.0,0.21,Valkyria Chronicles III: Unrecorded Chronicles
7409,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,Cabela's Deer Hunt: 2004 Season
7410,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.15,0.04,0.0,0.02,0.21,Disney's Planes
7411,Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,Brunswick Pro Bowling
7412,World Series of Poker,PSP,2005,Misc,Activision,0.19,0.0,0.0,0.02,0.21,World Series of Poker
7413,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0.0,0.0,0.21,ClayFighter 63 1/3
7414,Monopoly,N64,1999,Misc,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21,Monopoly
7415,WCW Nitro,N64,1998,Fighting,THQ,0.17,0.04,0.0,0.0,0.21,WCW Nitro
7416,Cruis'n Exotica,N64,2000,Racing,Midway Games,0.17,0.04,0.0,0.0,0.21,Cruis'n Exotica
7417,Gex 3: Deep Cover Gecko,N64,1999,Platform,Crave Entertainment,0.17,0.04,0.0,0.0,0.21,Gex 3: Deep Cover Gecko
7418,WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,0.17,0.04,0.0,0.0,0.21,WinBack: Covert Operations
7419,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,Heroes of Ruin
7420,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0.0,0.0,0.01,0.21,WipeOut 3 The Game
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0.0,0.0,0.2,0.01,0.21,Bastard!! Utsuro Naru Kamigami no Utsuwa
7422,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0.0,0.01,0.21,SBK Superbike World Championship
7423,The King of Fighters '96,SAT,1996,Fighting,SNK,0.0,0.0,0.21,0.0,0.21,The King of Fighters '96
7424,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,Bionicle
7425,WRC: FIA World Rally Championship,PS3,2007,Racing,Black Bean Games,0.0,0.15,0.01,0.05,0.21,WRC: FIA World Rally Championship
7426,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0.0,0.01,0.21,Angel Blade: Neo Tokyo Guardians
7427,Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0.0,0.01,0.21,Threads of Fate
7428,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,PoPoLoCrois Monogatari II
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,Famicom Mini: Ganbare Goemon! Karakuri Douchuu
7430,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,Vampire Rain
7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,Way of the Samurai 3
7432,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,Deus Ex: The Conspiracy
7433,Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0.0,0.01,0.21,Unreal II: The Awakening
7434,Rumble Racing,PS2,2001,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,Rumble Racing
7435,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0.0,0.03,0.21,Spider-Man: Web of Shadows
7436,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.01,0.21,Disgaea D2: A Brighter Darkness
7437,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,Batman Begins
7438,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0.0,0.02,0.21,Just Dance: Greatest Hits
7439,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,J-League Winning Eleven 10 + Europa League 06-07
7440,Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,Shrek: Reekin' Havoc
7441,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,Solatorobo: Red the Hunter
7442,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Tales of Phantasia: Narikiri Dungeon X
7443,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,JSRF: Jet Set Radio Future
7444,NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,NHL Hitz 20-02
7445,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0.0,0.02,0.21,The Last Airbender
7446,NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,NCAA Football 2003
7447,StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0.0,0.01,0.21,StokEd
7448,Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21,Rollcage
7449,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,ESPN Winter X Games: Snowboarding 2002
7450,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,Project: Snowblind
7451,Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0.0,0.0,0.02,0.21,Tony Hawk's Motion
7452,Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Super Robot Taisen K
7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,Mortal Kombat: Special Forces
7454,LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0.0,0.05,0.21,LEGO The Hobbit
7455,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21,Rayman Legends
7456,Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.21,Dragon Ball Z: Harukanaru Densetsu
7457,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,Wacky Races: Crash & Dash
7458,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21,I Spy: Castle
7459,Shin Megami Tensei: Persona 3 (jp sales),PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.21,0.0,0.21,Shin Megami Tensei: Persona 3 (jp sales)
7460,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,Greg Hastings Paintball 2
7461,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21,Evil Dead: Regeneration
7462,Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,Dead to Rights: Retribution
7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,NCAA March Madness 07
7464,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,NHL 2003
7465,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.07,0.0,0.03,0.21,Marvel Super Hero Squad: Comic Combat
7466,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0.0,0.0,0.21,0.0,0.21,X-Men: Children of the Atom
7467,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0.0,0.0,0.02,0.21,Barbie Fashion Show: An Eye for Style
7468,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,Tiger Woods PGA Tour
7469,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.01,0.21,Yarudora Series Vol. 2: Kisetsu wo Dakishimete
7470,NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0.0,0.03,0.21,NHL 2K3
7471,Heisei Kyouiku linkai DS,DS,2006,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Heisei Kyouiku linkai DS
7472,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,Unknown,0.15,0.05,0.0,0.0,0.21,SpongeBob SquarePants: Game Boy Advance Video Volume 3
7473,Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,Pro Yaky? Spirits 2010
7474,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0.0,0.0,0.01,0.21,The Naked Brothers Band: The Video Game
7475,Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,Final Fight One
7476,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.06,0.01,0.21,Rune Factory: Tides of Destiny
7477,The Amazing Spider-Man (Console Version),DS,2012,Action,Activision,0.15,0.04,0.0,0.01,0.21,The Amazing Spider-Man (Console Version)
7478,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,NCAA Football 10
7479,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,Gallop Racer 2003: A New Breed
7480,Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.13,0.06,0.0,0.02,0.21,Dawn of Discovery
7481,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21,BeyBlade VForce: Super Tournament Battle
7482,Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,Outlaw Golf 2
7483,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0.0,0.0,0.21,0.0,0.21,Little Battlers eXperience: Baku Boost
7484,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.21,Anarchy Reigns
7485,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0.0,0.02,0.21,CSI: Deadly Intent
7486,Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,Defiance
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0.0,0.0,0.21,0.0,0.21,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus
7488,LEGO Ninjago: Shadow of Ronin,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21,LEGO Ninjago: Shadow of Ronin
7489,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.11,0.08,0.0,0.01,0.21,Bugs Bunny & Taz: Time Busters
7490,Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0.0,0.02,0.21,Need for Speed Carbon: Own the City
7491,Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,Dragon Ball Z: Sagas
7492,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,Kung Fu Rider
